SPCP20C8.01c	28680	29423	-1
SPCP20C8.02c	31185	31520	-1
SPCP20C8.04	36421	36657	1
SPCC1884.01	36972	38788	1
SPCC1884.02	43845	45071	1
SPCC757.02c	45695	46912	-1
SPCC757.03c	47741	48475	-1
SPCC757.04	50527	52537	1
SPCC757.05c	52910	54112	-1
SPCC757.06	55579	56029	1
SPCC757.07c	56927	58465	-1
SPCC757.15	60428	60694	-1
SPCC757.08	62999	64027	1
SPCC757.09c	65489	66685	-1
SPCC757.10	68531	69235	1
SPCC757.11c	69641	71056	-1
SPCC757.12	73483	75360	1
SPCC757.13	78044	79612	1
SPCC613.01	80547	82040	1
SPCC613.02	82860	84353	1
SPCC613.03	85363	85932	1
SPCC613.04c	86370	88610	-1
SPCC613.05c	88905	89557	-1
SPCC613.06	89780	90349	1
SPCC613.07	91686	92723	1
SPCC613.08	93146	94169	1
SPCC613.09	94731	96031	1
SPCC613.10	96721	98001	1
SPCC613.11c	98721	99485	-1
SPCC613.12c	100255	102171	-1
SPCC330.01c	102685	105576	-1
SPCC330.02	105680	107419	1
SPCC330.19c	108005	108337	-1
SPCC330.03c	109871	110502	-1
SPCC330.04c	112305	113378	-1
SPCC330.20	114921	115256	1
SPCC330.05c	115781	116575	-1
SPCC330.21	117578	117847	-1
SPCC330.06c	118423	118893	-1
SPCC330.07c	120913	122415	-1
SPCC330.08	124563	125978	1
SPCC330.09	127294	129198	1
SPCC330.10	129931	131013	1
SPCC330.11	131517	135560	1
SPCC330.12c	135957	136499	-1
SPCC330.13	137021	137749	1
SPCC330.14c	138096	138545	-1
SPCC320.14	139222	140193	-1
SPCC320.13c	141662	142729	1
SPCC320.12	143220	143843	-1
SPCC320.11c	144380	145237	1
SPCC320.10	146210	148128	-1
SPCC320.09	149153	150589	-1
SPCC320.08	151307	152824	-1
SPCC320.06	158577	159503	-1
SPCC320.07c	155906	158191	1
SPCC320.05	159993	161996	-1
SPCC320.04c	163074	165561	1
SPCC320.03	165922	168525	-1
SPCC1235.01	174183	176159	1
SPCC1235.02	176957	178048	1
SPCC1235.03	179039	180586	1
SPCC1235.04c	181068	181966	-1
SPCC1235.05c	183023	186877	-1
SPCC1235.16	188100	188592	1
SPCC1235.06	189259	190092	1
SPCC1235.07	190730	191822	1
SPCC1235.08c	192446	193126	-1
SPCC1235.09	194552	196426	1
SPCC1235.10c	196809	199316	-1
SPCC1235.11	200130	200987	1
SPCC1235.12c	201772	202707	-1
SPCC1235.13	204733	206340	1
SPCC1235.17	209313	209765	-1
SPCC1235.18	210809	211288	1
SPCC1235.14	212313	213953	1
SPCC1235.15	215424	216910	1
SPCC548.03c	221199	222701	-1
SPCC548.04	223385	223860	1
SPCC548.05c	224087	225643	-1
SPCC548.06c	226757	228400	-1
SPCC548.07c	232834	234507	-1
SPCC1529.01	237554	239250	1
SPCC794.01c	239781	241208	-1
SPCC794.02	243855	244969	1
SPCC794.03	245964	247628	1
SPCC794.04c	248551	250194	-1
SPCC794.06	260437	261732	1
SPCC794.07	262811	264399	1
SPCC794.08	265445	267881	1
SPCC794.09c	268097	269479	-1
SPCC794.10	270966	272465	1
SPCC794.11c	273167	274597	-1
SPCC794.12c	275514	277211	-1
SPCC794.15	278906	279209	1
SPCC553.12c	279434	280999	1
SPCC553.11c	281902	282410	1
SPCC553.10	283422	284471	-1
SPCC553.09c	287640	289486	1
SPCC553.08c	289912	293014	1
SPCC553.07c	293444	295218	1
SPCC553.06	295482	296487	-1
SPCC553.05c	297354	298194	-1
SPCC553.04	300340	302227	-1
SPCC553.03	302352	305210	-1
SPCC553.02	305988	308481	-1
SPCC553.01c	310539	312686	1
SPCC736.02	313183	314043	1
SPCC736.03c	314364	315653	-1
SPCC736.04c	316725	317852	-1
SPCC736.05	320608	321523	1
SPCC736.06	323032	324867	1
SPCC736.07c	324921	327094	-1
SPCC736.08	327542	329461	1
SPCC736.09c	329749	330444	-1
SPCC736.10c	332025	332483	-1
SPCC736.11	334137	337012	1
SPCC736.12c	337829	339567	-1
SPCC736.13	340769	341788	-1
SPCC736.14	343034	345949	1
SPCC736.15	349172	350227	1
SPCC594.01	354456	357252	1
SPCC594.02c	358264	359733	-1
SPCC594.03	361356	361682	1
SPCC594.04c	362699	363733	-1
SPCC594.05c	364204	365478	-1
SPCC594.06c	365928	366989	-1
SPCC594.07c	368179	368995	-1
SPCC1682.01	371230	371677	1
SPCC1682.02c	372447	375086	-1
SPCC1682.03c	375965	377882	-1
SPCC1682.05c	379065	381034	-1
SPCC1682.04	378229	378925	1
SPCC1682.06	382377	383138	1
SPCC1682.07	384473	385868	1
SPCC1682.08c	386124	388235	-1
SPCC1682.09c	388702	389824	-1
SPCC1682.10	390747	391765	1
SPCC1682.11c	392323	394184	-1
SPCC1682.12c	394883	396256	-1
SPCC1682.13	399080	399898	1
SPCC1682.14	400767	401348	1
SPCC1682.15	402249	404498	1
SPCC1682.16	405612	407251	1
SPCC306.02c	408244	408823	-1
SPCC306.03c	409839	412067	-1
SPCC306.04c	412765	415527	-1
SPCC306.05c	416424	417577	-1
SPCC306.06c	418476	419473	-1
SPCC306.07c	420000	421135	-1
SPCC306.08c	421703	422728	-1
SPCC306.09c	424547	426276	-1
SPCC306.10	427445	428763	1
SPCC306.11	430788	431639	1
SPCC4G3.19	432395	434674	-1
SPCC4G3.18	435937	438423	-1
SPCC4G3.17	439064	439660	-1
SPCC4G3.16	440054	441271	-1
SPCC4G3.15c	441589	442696	1
SPCC4G3.14	443170	444756	-1
SPCC4G3.13c	445404	446051	1
SPCC4G3.12c	447264	449729	1
SPCC4G3.11	450465	451415	-1
SPCC4G3.10c	452369	454429	1
SPCC4G3.09c	455303	457210	1
SPCC4G3.08	458100	459410	-1
SPCC4G3.07c	460117	461502	1
SPCC4G3.06c	461951	462385	1
SPCC4G3.05c	462720	464714	1
SPCC4G3.04c	464937	465983	1
SPCC4G3.03	466796	467839	-1
SPCC4G3.02	468839	469688	-1
SPCC364.07	470668	472068	-1
SPCC364.06	474390	475571	-1
SPCC364.05	476046	478988	-1
SPCC364.04c	479727	481751	1
SPCC364.03	482235	482798	-1
SPCC364.02c	483585	484739	1
SPCC364.01	484965	485979	-1
SPCC970.11c	487167	488519	1
SPCC970.10c	490068	492174	1
SPCC970.09	492370	495926	-1
SPCC970.08	496863	499766	-1
SPCC970.07c	500859	502769	1
SPCC970.06	503617	504525	-1
SPCC970.05	506415	506875	-1
SPCC970.04c	508053	509308	1
SPCC970.03	510435	511340	-1
SPCC970.02	512043	513540	-1
SPCC970.12	513931	514770	-1
SPCC970.01	514906	517903	-1
SPCC10H11.01	519540	522584	1
SPCC10H11.02	524132	525001	1
SPCP31B10.02	525361	525792	1
SPCP31B10.03c	526271	526690	-1
SPCP31B10.04	527602	528647	1
SPCP31B10.05	529173	530783	1
SPCP31B10.06	533322	536888	1
SPCP31B10.07	537326	539854	1
SPCP31B10.08c	540259	540775	-1
SPCC962.01	541275	545744	1
SPCC962.02c	546108	549148	-1
SPCC962.03c	550473	552101	-1
SPCC962.04	553185	553704	1
SPCC962.05	554521	556200	1
SPCC962.06c	556396	558205	-1
SPCC1672.01	560067	561277	1
SPCC1672.02c	562353	563117	-1
SPCC1672.03c	565891	567474	-1
SPCC1672.04c	568700	569539	-1
SPCC1672.05c	570243	571448	-1
SPCC1672.06c	571710	574472	-1
SPCC1672.07	575537	578304	1
SPCC1672.08c	579456	580313	-1
SPCC1672.09	580593	582195	1
SPCC1672.10	584135	585587	1
SPCC1672.11c	585906	589853	-1
SPCC1672.12c	590326	591654	-1
SPCC1183.01	591852	594435	1
SPCC1183.02	595060	596002	1
SPCC1183.03c	596368	597078	-1
SPCC1183.04c	597614	599237	-1
SPCC1183.05c	599520	602803	-1
SPCC1183.06	603037	604129	1
SPCC1183.12	604405	604872	-1
SPCC1183.07	606337	611409	1
SPCC1183.08c	611900	612550	-1
SPCC1183.09c	613283	613725	-1
SPCC1183.10	615605	616689	1
SPCC1183.11	620024	623059	1
SPCC31H12.02c	623607	624527	-1
SPCC31H12.03c	625488	626225	-1
SPCC31H12.04c	627212	627804	-1
SPCC31H12.05c	628996	630443	-1
SPCC31H12.06	632248	633654	1
SPCC31H12.07	634309	636761	1
SPCC31H12.08c	637461	639533	-1
SPCC5E4.03c	640145	642444	-1
SPCC5E4.04	643812	649416	1
SPCC5E4.05c	649656	650792	-1
SPCC5E4.10c	651622	652455	-1
SPCC5E4.06	652783	656311	1
SPCC5E4.07	656625	657071	1
SPCC16C4.19	657704	658258	1
SPCC16C4.01	658832	660321	1
SPCC16C4.20c	660851	661181	-1
SPCC16C4.02c	662342	663988	-1
SPCC16C4.03	664668	665340	1
SPCC16C4.04	667171	668069	1
SPCC16C4.06c	669467	670760	-1
SPCC16C4.05	668586	669306	1
SPCC16C4.21	671310	671555	1
SPCC16C4.07	673476	675161	1
SPCC16C4.08c	675765	677026	-1
SPCC16C4.09	680362	683562	1
SPCC16C4.22	684828	685192	1
SPCC16C4.10	685901	686792	1
SPCC16C4.11	687754	688671	1
SPCC16C4.12	689568	690167	1
SPCC16C4.13c	691135	691632	-1
SPCC16C4.14c	691825	694845	-1
SPCC16C4.15	695922	697083	1
SPCC16C4.16c	697605	698399	-1
SPCC16C4.17	699038	699745	1
SPCC16C4.18c	700165	701681	-1
SPCPJ732.01	702607	704337	1
SPCPJ732.02c	704973	706776	-1
SPCPJ732.03	708340	708890	1
SPCC18B5.01c	709415	714007	-1
SPCC18B5.03	722234	724867	1
SPCC18B5.04	726010	726510	1
SPCC18B5.05c	727030	728013	-1
SPCC18B5.06	729133	730522	1
SPCC18B5.07c	731472	733221	-1
SPCC18B5.08c	733421	736342	-1
SPCC18B5.09c	737520	737870	-1
SPCC18B5.10c	738016	739255	-1
SPCC18B5.11c	739402	741230	-1
SPCC14G10.01	741745	742503	1
SPCC14G10.02	743004	747752	1
SPCC14G10.03c	748037	748530	-1
SPCC14G10.04	748812	750764	1
SPCC1020.13c	752474	754631	1
SPCC1020.12c	755257	756186	1
SPCC1020.11c	757365	757861	1
SPCC1020.10	758901	760853	-1
SPCC1020.09	766170	767369	-1
SPCC1020.08	767986	770052	-1
SPCC1020.07	770722	771725	-1
SPCC1020.06c	773498	774466	1
SPCC1020.05	775041	776570	-1
SPCC1020.14	778133	782134	-1
SPCC1020.04c	783101	783747	1
SPCC1020.03	784250	785705	-1
SPCC1020.02	786520	790614	-1
SPCC1020.01c	793179	796211	1
SPCC1393.02c	796749	797969	-1
SPCC1393.03	798282	798743	1
SPCC1393.04	799843	800618	1
SPCC1393.05	801197	804501	1
SPCC1393.06c	804627	806009	-1
SPCC1393.07c	806262	808855	-1
SPCC1393.08	812655	814328	1
SPCC1393.09c	815442	816457	-1
SPCC1393.10	818459	819328	1
SPCC1393.14	819849	820157	-1
SPCC1393.11	821644	822237	1
SPCC1393.12	823679	824005	1
SPCC1393.13	825105	826540	1
SPCC2H8.02	828546	830297	1
SPCC2H8.04	831178	832042	1
SPCC2H8.05c	832347	833000	-1
SPCC63.02c	833966	835660	-1
SPCC63.03	837605	839657	1
SPCC63.04	839962	844071	1
SPCC63.05	844446	845417	1
SPCC63.06	845924	846919	1
SPCC63.07	848634	849629	1
SPCC63.08c	850050	852604	-1
SPCC63.10c	854651	856222	-1
SPCC63.11	857153	859141	1
SPCC63.12c	859779	860393	-1
SPCC63.13	861566	862192	1
SPCC63.14	862712	866266	1
SPCC16A11.01	867996	868982	1
SPCC16A11.02	869701	872071	1
SPCC16A11.03c	872348	874056	-1
SPCC16A11.04	874608	877640	1
SPCC16A11.05c	877939	878634	-1
SPCC16A11.06c	879647	881167	-1
SPCC16A11.07	881166	881660	1
SPCC16A11.08	883392	885173	1
SPCC16A11.09c	886101	886733	-1
SPCC16A11.10c	887406	888387	-1
SPCC16A11.11	888858	889205	1
SPCC16A11.12c	889437	892211	-1
SPCC16A11.13	892720	893514	1
SPCC16A11.14	894171	895427	1
SPCC16A11.15c	896182	896535	-1
SPCC16A11.16c	897682	899155	-1
SPCC16A11.17	900402	903137	1
SPCC24B10.02c	903550	904899	-1
SPCC24B10.03	906321	906894	1
SPCC24B10.04	907686	908285	1
SPCC24B10.05	908977	909465	1
SPCC24B10.06	910510	911259	1
SPCC24B10.07	913117	914897	1
SPCC24B10.08c	915382	916695	-1
SPCC24B10.09	917864	918326	1
SPCC24B10.10c	918772	919839	-1
SPCC24B10.11c	920455	921221	-1
SPCC24B10.12	921422	921946	1
SPCC24B10.13	923069	923491	1
SPCC24B10.14c	924212	924936	-1
SPCC24B10.15	927990	929387	1
SPCC24B10.16c	929755	930129	-1
SPCC24B10.17	930591	931386	1
SPCC24B10.18	932022	932638	1
SPCC24B10.19c	932963	934923	-1
SPCC24B10.20	937803	938567	1
SPCC24B10.21	939945	940694	1
SPCC24B10.22	941416	944472	1
SPCPB16A4.02c	944872	946260	-1
SPCPB16A4.03c	947832	949589	-1
SPCPB16A4.04c	951193	952204	-1
SPCPB16A4.05c	952676	953536	-1
SPCPB16A4.07	955389	955598	1
SPCPB16A4.06c	956424	956804	-1
SPCC1742.01	959281	963972	-1
SPCC1795.12c	972824	973162	1
SPCC1795.11	974761	976671	-1
SPCC1795.10c	977441	978124	1
SPCC1795.09	978613	980178	-1
SPCC1795.08c	981120	984243	1
SPCC1795.07	984466	984991	-1
SPCC1795.06	986079	986684	-1
SPCC1795.05c	988847	989422	1
SPCC1795.04c	990713	991628	1
SPCC1795.03	993568	994804	-1
SPCC1795.02c	995522	996816	1
SPCC1795.01c	997688	998620	1
SPCC895.03c	998942	1000168	-1
SPCC895.04c	1001020	1002264	-1
SPCC895.05	1003130	1007515	1
SPCC895.06	1008473	1010876	1
SPCC895.07	1011762	1014191	1
SPCC895.08c	1014648	1016120	-1
SPCC895.09c	1017094	1021291	-1
SPCC825.01	1022681	1025149	1
SPCC825.02	1025552	1027438	1
SPCC825.03c	1028292	1029146	-1
SPCC825.04c	1030256	1030870	-1
SPCC825.05c	1031434	1032489	-1
SPCC1259.01c	1032939	1033456	-1
SPCC1259.02c	1034412	1036880	-1
SPCC1259.03	1040133	1040737	1
SPCC1259.04	1041374	1041934	1
SPCC1259.05c	1042639	1042877	-1
SPCC1259.06	1043831	1044555	1
SPCC1259.16	1044622	1044887	-1
SPCC1259.07	1045467	1046568	1
SPCC1259.08	1048603	1049787	1
SPCC1259.09c	1050087	1051713	-1
SPCC1259.10	1052318	1053649	1
SPCC1259.11c	1053866	1056028	-1
SPCC1259.12c	1056598	1058213	-1
SPCC1259.15c	1058890	1059737	-1
SPCC1259.13	1060020	1061775	1
SPCC1259.14c	1061985	1064195	-1
SPCC4B3.18	1143091	1144041	-1
SPCC4B3.20	1144468	1144799	1
SPCC4B3.17	1145056	1145907	-1
SPCC4B3.16	1146383	1147141	-1
SPCC4B3.15	1147453	1150215	-1
SPCC4B3.14	1150842	1151714	-1
SPCC4B3.13	1152243	1153862	-1
SPCC4B3.12	1154281	1155606	-1
SPCC4B3.11c	1156206	1156556	1
SPCC4B3.10c	1158148	1160126	1
SPCC4B3.09c	1160510	1161080	1
SPCC4B3.08	1161336	1161992	-1
SPCC4B3.07	1162869	1164050	-1
SPCC4B3.06c	1165188	1165790	1
SPCC4B3.05c	1166559	1167837	1
SPCC4B3.04c	1168730	1172786	1
SPCC4B3.03c	1173490	1175529	1
SPCC4B3.02c	1176759	1177404	1
SPCC4B3.01	1177872	1178825	-1
SPCP25A2.02c	1179636	1182557	-1
SPCP25A2.03	1182796	1185168	1
SPCC550.01c	1185888	1186167	-1
SPCC550.02c	1186393	1187568	-1
SPCC550.03c	1187735	1191376	-1
SPCC550.04c	1191937	1193071	-1
SPCC550.05	1194197	1194943	1
SPCC550.06c	1195418	1195732	-1
SPCC550.07	1198190	1199791	1
SPCC550.08	1200989	1201732	1
SPCC550.09	1202535	1204142	1
SPCC550.10	1205004	1206506	1
SPCC550.11	1207663	1211089	1
SPCC550.12	1212008	1213356	1
SPCC550.13	1214446	1216083	1
SPCC550.14	1217142	1221017	1
SPCC550.15c	1221616	1223007	-1
SPCC4E9.01c	1223686	1226925	-1
SPCC4E9.02	1227545	1228792	1
SPCC645.02	1229724	1230407	1
SPCC645.03c	1231042	1231702	-1
SPCC645.04	1232185	1233171	1
SPCC645.05c	1233450	1238030	-1
SPCC645.06c	1239385	1243212	-1
SPCC645.07	1245263	1249313	1
SPCC645.08c	1249557	1252193	-1
SPCC645.09	1254545	1254964	1
SPCC645.10	1255280	1256793	1
SPCC645.11c	1256933	1257493	-1
SPCC645.12c	1257676	1258272	-1
SPCC645.13	1258634	1260799	1
SPCC645.14c	1261606	1263381	-1
SPCC23B6.01c	1264730	1266827	-1
SPCC23B6.02c	1268158	1268564	-1
SPCC23B6.03c	1268997	1277435	-1
SPCC23B6.04c	1277873	1280899	-1
SPCC23B6.05c	1281886	1282364	-1
SPCC1322.01	1283162	1286035	1
SPCC1322.02	1286350	1287405	1
SPCC1322.03	1288137	1290725	1
SPCC1322.04	1292178	1293698	1
SPCC1322.05c	1294076	1295914	-1
SPCC1322.06	1296958	1300186	1
SPCC1322.07c	1300640	1300954	-1
SPCC1322.08	1302900	1304865	1
SPCC1322.09	1306194	1307773	1
SPCC1322.10	1309780	1310568	1
SPCC1322.11	1311652	1312336	1
SPCC1322.12c	1312798	1315932	-1
SPCC1322.13	1316337	1317995	1
SPCC1322.14c	1318425	1320590	-1
SPCC1322.15	1321587	1321922	1
SPCC1322.16	1323844	1325022	1
SPCC132.01c	1325197	1328307	-1
SPCC132.02	1329098	1330220	1
SPCC132.03	1331555	1332345	1
SPCC132.04c	1332764	1336084	-1
SPCC338.18	1341269	1341622	-1
SPCC338.17c	1343092	1345058	1
SPCC338.16	1345394	1347127	-1
SPCC338.15	1347822	1349398	-1
SPCC338.14	1350062	1351084	-1
SPCC338.13	1351993	1354209	-1
SPCC338.12	1355276	1355509	-1
SPCC338.11c	1356326	1357237	1
SPCC338.10c	1357866	1358426	1
SPCC338.08	1358891	1359819	-1
SPCC338.07c	1362628	1364868	1
SPCC338.06c	1365222	1365641	1
SPCC338.05c	1366621	1367477	1
SPCC338.04	1367793	1368355	-1
SPCC338.03c	1368919	1369344	1
SPCC338.02	1368882	1369259	-1
SPCC1281.01	1374172	1381404	1
SPCC1281.02c	1382490	1383425	-1
SPCC1281.03c	1384032	1384613	-1
SPCC1281.04	1386802	1387803	1
SPCC1281.05	1388798	1389970	1
SPCC1281.06c	1392690	1394129	-1
SPCC1281.08	1399379	1400476	1
SPCC1281.07c	1397625	1398638	-1
SPCC622.21	1401530	1402672	1
SPCC622.01c	1404306	1404755	-1
SPCC622.02	1405076	1405459	1
SPCC622.03c	1405969	1406367	-1
SPCC622.04	1406677	1407099	1
SPCC622.06c	1408816	1409184	-1
SPCC622.07	1409497	1409883	1
SPCC622.08c	1411524	1411922	-1
SPCC622.09	1412484	1412864	1
SPCC622.10c	1413637	1416150	-1
SPCC622.11	1417100	1418983	1
SPCC622.12c	1419457	1420812	-1
SPCC622.13c	1422550	1425846	-1
SPCC622.14	1427098	1428522	1
SPCC622.15c	1429106	1430779	-1
SPCC622.16c	1431699	1434545	-1
SPCC622.17	1435178	1436649	1
SPCC61.01c	1440089	1441994	-1
SPCC622.18	1437153	1437740	1
SPCC622.19	1438375	1439839	1
SPCC61.02	1443002	1443925	1
SPCC61.03	1444653	1445636	1
SPCC61.04c	1446343	1447377	-1
SPCC61.05	1449606	1451015	1
SPCC11E10.01	1453242	1454414	1
SPCC11E10.02c	1454816	1455958	-1
SPCC11E10.03	1456436	1457491	1
SPCC11E10.04	1457861	1459192	1
SPCC11E10.05c	1460509	1462227	-1
SPCC11E10.06c	1463253	1464338	-1
SPCC11E10.07c	1464773	1466006	-1
SPCC11E10.08	1468174	1471296	1
SPCC11E10.09c	1471781	1473326	-1
SPCC188.02	1475777	1477978	1
SPCC188.04c	1481138	1481966	-1
SPCC188.03	1478304	1481141	1
SPCC188.06c	1483088	1485136	-1
SPCC188.07	1486303	1488510	1
SPCC188.08c	1488934	1492390	-1
SPCC188.09c	1492938	1494767	-1
SPCC188.14	1500971	1501210	-1
SPCC188.11	1502692	1504456	1
SPCC188.12	1504941	1506145	1
SPCC188.13c	1506166	1510290	-1
SPCC584.11c	1511583	1513196	-1
SPCC584.12	1514795	1515142	1
SPCC584.13	1516386	1518020	1
SPCC584.14	1518916	1520220	1
SPCC584.15c	1520806	1523191	-1
SPCC584.16c	1524517	1525212	-1
SPCC584.01c	1526472	1529492	-1
SPCC584.03c	1533022	1534677	-1
SPCC584.02	1532126	1532753	1
SPCC584.04	1535453	1537524	1
SPCC584.05	1538207	1540542	1
SPCC1753.01c	1540948	1541914	-1
SPCC1753.02c	1543181	1544581	-1
SPCC1753.03c	1547888	1549069	-1
SPCC1753.04	1550004	1551065	1
SPCC1753.05	1551694	1552584	1
SPCC162.12	1552781	1554195	-1
SPCC162.11c	1556445	1557809	1
SPCC162.10	1558224	1559240	-1
SPCC162.09c	1561986	1565147	1
SPCC162.08c	1565642	1571155	1
SPCC162.07	1571648	1574280	-1
SPCC162.06c	1577140	1577886	1
SPCC162.05	1578220	1579044	-1
SPCC162.04c	1580123	1581694	-1
SPCC162.03	1582904	1583782	-1
SPCC162.02c	1584480	1587425	1
SPCC162.01c	1587869	1588603	1
SPCC13B11.01	1591359	1592411	1
SPCC13B11.02c	1593402	1593818	-1
SPCC13B11.03c	1595042	1596061	-1
SPCC13B11.04c	1597415	1598596	-1
SPCC777.02	1599182	1601173	1
SPCC777.03c	1601512	1602702	-1
SPCC777.04	1602954	1604519	1
SPCC777.05	1605132	1606157	1
SPCC777.06c	1606665	1607732	-1
SPCC777.07	1609810	1611026	1
SPCC777.08c	1611296	1612564	-1
SPCC777.09c	1613324	1614897	-1
SPCC777.10c	1615079	1616118	-1
SPCC777.11	1616663	1617049	1
SPCC777.12c	1617210	1618046	-1
SPCC777.17c	1618574	1619058	-1
SPCC777.13	1619556	1622337	1
SPCC777.14	1622737	1624278	1
SPCC777.15	1624702	1625682	1
SPCC663.01c	1626547	1629120	-1
SPCC663.02	1630438	1631350	1
SPCC663.17	1632825	1633942	1
SPCC663.03	1635974	1640062	1
SPCC663.04	1641021	1641176	1
SPCC663.18	1642590	1642871	-1
SPCC663.05c	1643767	1644555	-1
SPCC663.06c	1645115	1645876	-1
SPCC663.08c	1648000	1648761	-1
SPCC663.09c	1649528	1650289	-1
SPCC663.10	1651272	1652780	1
SPCC663.11	1653876	1654712	1
SPCC663.12	1655669	1656679	1
SPCC663.13c	1657082	1657516	-1
SPCC663.14c	1657631	1659783	-1
SPCC663.15c	1660282	1662562	-1
SPCC1902.02	1662895	1664798	-1
SPCC1902.01	1666310	1668877	-1
SPCC417.02	1670321	1670605	-1
SPCC417.03	1672003	1672332	1
SPCC417.05c	1675418	1676956	-1
SPCC417.06c	1677471	1679436	-1
SPCC417.07c	1679924	1683271	-1
SPCC417.08	1685666	1688809	1
SPCC417.09c	1691782	1694432	-1
SPCC417.10	1695726	1697252	1
SPCC417.11c	1698190	1699506	-1
SPCC417.12	1699682	1701301	1
SPCC417.15	1702711	1702842	-1
SPCC417.16	1703167	1703325	-1
SPCC191.01	1706461	1706997	1
SPCC191.02c	1708234	1710222	-1
SPCC191.03c	1710941	1711294	-1
SPCC191.04c	1711522	1711824	-1
SPCC191.05c	1712319	1712954	-1
SPCC191.06	1714139	1714555	1
SPCC191.07	1714735	1715064	1
SPCC191.08	1716751	1717155	1
SPCC191.09c	1719325	1720014	-1
SPCC191.10	1721828	1722277	1
SPCC191.11	1724306	1726051	1
SPCC1450.02	1728861	1730597	1
SPCC1450.03	1731429	1732151	1
SPCC1450.04	1732774	1733665	1
SPCC1450.05c	1734767	1735183	-1
SPCC1450.06c	1735427	1735927	-1
SPCC1450.07c	1736606	1737652	-1
SPCC1450.08c	1739338	1740648	-1
SPCC1450.09c	1741588	1743459	-1
SPCC1450.10c	1746294	1747988	-1
SPCC1450.11c	1748633	1752649	-1
SPCC1450.12	1754287	1757207	1
SPCC1450.13c	1757487	1758113	-1
SPCC1450.14c	1759295	1760998	-1
SPCC1450.15	1761207	1763077	1
SPCC1450.16c	1763350	1765038	-1
SPCC1442.01	1766086	1768821	1
SPCC1442.02	1768993	1770738	1
SPCC1442.03	1771492	1772631	1
SPCC1442.04c	1773925	1775429	-1
SPCC1442.05c	1776594	1777127	-1
SPCC1442.06	1778156	1779195	1
